Event Link,Event Name,Date,Venue,Location
https://www.tapology.com/fightcenter/events/67725-ufc-252,UFC 251: Usman vs. Masvidal,"Saturday, July 11, 2020",UFC Fight Island,"Abu Dhabi, AE"
https://www.tapology.com/fightcenter/events/67596-ufc-on-espn,UFC Fight Night: Poirier vs. Hooker,"Saturday, June 27, 2020",UFC APEX,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/67608-ufc-on-espn,UFC Fight Night: Blaydes vs. Volkov,"Saturday, June 20, 2020",UFC APEX,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/67562-ufc-on-espn,UFC Fight Night: Eye vs. Calvillo,"Saturday, June 13, 2020",UFC APEX,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/67364-ufc-251,UFC 250: Nunes vs. Spencer,"Saturday, June 06, 2020",UFC APEX,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/69127-ufc-fight-night,UFC Fight Night: Woodley vs. Burns,"Saturday, May 30, 2020",UFC APEX,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/67412-ufc-on-espn-33,UFC Fight Night: Overeem vs. Harris,"Saturday, May 16, 2020",VyStar Veterans Memorial Arena,"Jacksonville, FL"
https://www.tapology.com/fightcenter/events/69126-ufc-fight-night,UFC Fight Night: Smith vs. Teixeira,"Wednesday, May 13, 2020",VyStar Veterans Memorial Arena,"Jacksonville, FL"
https://www.tapology.com/fightcenter/events/66312-ufc-250,UFC 249: Ferguson vs. Gaethje,"Saturday, May 09, 2020",VyStar Veterans Memorial Arena,"Jacksonville, FL"
https://www.tapology.com/fightcenter/events/67068-ufc-on-espn-32,UFC on ESPN+ 32 (cancelled),"Saturday, May 02, 2020",To Be Announced,
https://www.tapology.com/fightcenter/events/66414-ufc-on-espn-31-smith-vs-teixeira,UFC on ESPN+ 31: Smith vs. Teixeira (cancelled),"Saturday, April 25, 2020",To Be Announced,
https://www.tapology.com/fightcenter/events/64603-ufc-249,UFC 249: Ferguson vs. Gaethje (cancelled),"Saturday, April 18, 2020",Tachi Palace Casino Resort,"Lemoore, CA"
https://www.tapology.com/fightcenter/events/65431-ufc-on-espn-30,UFC on ESPN+ 30: Overeem vs. Harris (Cancelled),"Saturday, April 11, 2020",Moda Center,"Portland, OR"
https://www.tapology.com/fightcenter/events/65131-ufc-on-espn-29,UFC on ESPN 8: N'Gannou vs. Rozenstruik (Cancelled),"Saturday, March 28, 2020",Nationwide Arena,"Columbus, OH"
https://www.tapology.com/fightcenter/events/64602-ufc-on-espn-27,UFC on ESPN+ 29: Woodley vs. Edwards (Cancelled),"Saturday, March 21, 2020",02 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/64600-ufc-on-espn-26,UFC on ESPN+ 28: Lee vs. Oliveira,"Saturday, March 14, 2020",Ginásio Nilson Nelson,"Brasilia, DF"
https://www.tapology.com/fightcenter/events/64599-ufc-248,UFC 248: Adesanya vs. Romero,"Saturday, March 07, 2020",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/65142-ufc-on-espn-27,UFC on ESPN+ 27: Benavidez vs. Figueiredo,"Saturday, February 29, 2020",Chartway Arena,"Norfolk, VA"
https://www.tapology.com/fightcenter/events/64478-ufc-on-espn,UFC on ESPN+ 26: Felder vs. Hooker,"Saturday, February 22, 2020",Spark Arena,"Auckland, NZ"
https://www.tapology.com/fightcenter/events/64635-ufc-on-espn,UFC on ESPN+ 25: Anderson vs. Błachowicz 2,"Saturday, February 15, 2020",Santa Ana Star Center,"Rio Rancho, NM"
https://www.tapology.com/fightcenter/events/64388-ufc-on-espn,UFC 247: Jones vs. Reyes,"Saturday, February 08, 2020",Toyota Center,"Houston, TX"
https://www.tapology.com/fightcenter/events/64361-ufc-on-espn-24,UFC on ESPN+ 24: Blaydes vs. Dos Santos,"Saturday, January 25, 2020",PNC Arena,"Raleigh, NC"
https://www.tapology.com/fightcenter/events/63997-ufc-fight-night,UFC 246: McGregor vs. Cerrone,"Saturday, January 18, 2020",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/60327-ufc-on-espn-23,UFC on ESPN+ 23: Edgar vs. Korean Zombie,"Saturday, December 21, 2019",Sajik Arena,"Busan, KR"
https://www.tapology.com/fightcenter/events/60326-ufc-245,UFC 245: Usman vs. Covington,"Saturday, December 14, 2019",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/60325-ufc-on-espn-6,UFC on ESPN 7: Overeem vs. Rozenstruik,"Saturday, December 07, 2019",Capital One Arena,"Washington, DC"
https://www.tapology.com/fightcenter/events/60323-ufc-on-espn-21,UFC on ESPN+ 22: Blachowicz vs. Jacare,"Saturday, November 16, 2019",Ibirapuera Gymnasium,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/61626-ufc-on-espn-21,UFC on ESPN+ 21: Magomedsharipov vs. Kattar,"Saturday, November 09, 2019",CSKA Arena,"Moscow, RU"
https://www.tapology.com/fightcenter/events/60322-ufc-244,UFC 244: Masvidal vs. Diaz,"Saturday, November 02, 2019",Madison Square Garden,"New York, NY"
https://www.tapology.com/fightcenter/events/60321-ufc-on-espn-20,UFC on ESPN+ 20: Maia vs. Askren,"Saturday, October 26, 2019",Singapore Indoor Stadium,SG
https://www.tapology.com/fightcenter/events/60320-ufc-on-espn-2,UFC on ESPN 6: Reyes vs. Weidman,"Friday, October 18, 2019",TD Garden,"Boston, MA"
https://www.tapology.com/fightcenter/events/60319-ufc-on-espn-19,UFC on ESPN+ 19: Joanna vs. Waterson,"Saturday, October 12, 2019",Amalie Arena,"Tampa, FL"
https://www.tapology.com/fightcenter/events/60318-ufc-243,UFC 243: Whittaker vs. Adesanya,"Saturday, October 05, 2019",Marvel Stadium,"Melbourne, VIC"
https://www.tapology.com/fightcenter/events/60317-ufc-on-espn-18,UFC on ESPN+ 18: Hermansson vs. Cannonier,"Saturday, September 28, 2019",Royal Arena,"Copenhagen, Capital Region of Denmark"
https://www.tapology.com/fightcenter/events/60316-ufc-on-espn-17,UFC on ESPN+ 17: Rodriguez vs. Stephens,"Saturday, September 21, 2019",Arena Ciudad de Mexico,"Mexico City, D.F."
https://www.tapology.com/fightcenter/events/60315-ufc-on-espn-16,UFC on ESPN+ 16: Cowboy vs. Gaethje,"Saturday, September 14, 2019",Rogers Arena,"Vancouver, BC"
https://www.tapology.com/fightcenter/events/60004-ufc-242,UFC 242: Khabib vs. Poirier,"Saturday, September 07, 2019",du Arena,"Dubai, AE"
https://www.tapology.com/fightcenter/events/60314-ufc-on-espn-15,UFC on ESPN+ 15: Andrade vs. Zhang,"Saturday, August 31, 2019",Universiade Sports Centre,"Shenzhen, Guangdong"
https://www.tapology.com/fightcenter/events/59522-ufc-241,UFC 241: Cormier vs. Miocic 2,"Saturday, August 17, 2019",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/60313-ufc-on-espn-14,UFC on ESPN+ 14: Shevchenko vs. Carmouche 2,"Saturday, August 10, 2019",Antel Arena,"Montevideo, Montevideo Department"
https://www.tapology.com/fightcenter/events/60312-ufc-on-espn-5-covington-vs-lawler,UFC on ESPN 5: Covington vs. Lawler,"Saturday, August 03, 2019",Prudential Center,"Newark, NJ"
https://www.tapology.com/fightcenter/events/59521-ufc-240,UFC 240: Holloway vs. Edgar,"Saturday, July 27, 2019",Rogers Place,"Edmonton, AB"
https://www.tapology.com/fightcenter/events/60311-ufc-on-espn-4,UFC on ESPN 4: Dos Anjos vs. Edwards,"Saturday, July 20, 2019",AT&T Center,"San Antonio, TX"
https://www.tapology.com/fightcenter/events/59896-ufc-on-espn-13,UFC on ESPN+ 13: De Randamie vs. Ladd,"Saturday, July 13, 2019",Golden1 Center,"Sacramento, CA"
https://www.tapology.com/fightcenter/events/58831-ufc-239,UFC 239: Jones vs. Santos,"Saturday, July 06, 2019",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/57513-ufc-on-espn-4,UFC on ESPN 3: N'Gannou vs. Dos Santos,"Saturday, June 29, 2019",Target Center,"Minneapolis, MN"
https://www.tapology.com/fightcenter/events/57512-ufc-on-espn-11,UFC on ESPN+ 12: Moicano vs. Korean Zombie,"Saturday, June 22, 2019",Bon Secours Wellness Arena,"Greenville, SC"
https://www.tapology.com/fightcenter/events/58449-ufc-238,UFC 238: Cejudo vs. Moraes,"Saturday, June 08, 2019",United Center,"Chicago, IL"
https://www.tapology.com/fightcenter/events/57510-ufc-on-espn-10,UFC on ESPN+ 11: Gustafsson vs. Smith,"Saturday, June 01, 2019",Ericsson Globe Arena,"Stockholm, SE"
https://www.tapology.com/fightcenter/events/57509-ufc-on-espn-9,UFC on ESPN+ 10: Dos Anjos vs. Lee,"Saturday, May 18, 2019",Blue Cross Arena,"Rochester, NY"
https://www.tapology.com/fightcenter/events/57508-ufc-237,UFC 237: Namajunas vs. Andrade,"Saturday, May 11, 2019",Jeunesse Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/57507-ufc-on-espn-8,UFC on ESPN+ 9: Iaquinta vs. Cowboy,"Saturday, May 04, 2019",Canadian Tire Centre,"Ottawa, ON"
https://www.tapology.com/fightcenter/events/57506-ufc-on-espn-3,UFC on ESPN+ 8: Jacare vs. Hermansson,"Saturday, April 27, 2019",BB&T Center,"Sunrise, FL"
https://www.tapology.com/fightcenter/events/57505-ufc-on-espn-7,UFC on ESPN+ 7: Overeem vs. Oleinik,"Saturday, April 20, 2019",Yubileyny Sports Palace,"Saint Petersburg, RU"
https://www.tapology.com/fightcenter/events/57504-ufc-236,UFC 236: Holloway vs. Poirier 2,"Saturday, April 13, 2019",State Farm Arena,"Atlanta, GA"
https://www.tapology.com/fightcenter/events/56354-ufc-fight-night-150,UFC on ESPN 2: Barboza vs. Gaethje,"Saturday, March 30, 2019",Wells Fargo Center,"Philadelphia, PA"
https://www.tapology.com/fightcenter/events/56353-ufc-fight-night-149,UFC on ESPN+ 6: Thompson vs. Pettis,"Saturday, March 23, 2019",Bridgestone Arena,"Nashville, TN"
https://www.tapology.com/fightcenter/events/56327-ufc-fight-night,UFC on ESPN+ 5: Till vs. Masvidal,"Saturday, March 16, 2019",02 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/56352-ufc-fight-night-147,UFC on ESPN+ 4: Lewis vs. Dos Santos,"Saturday, March 09, 2019",INTRUST Bank Arena,"Wichita, KS"
https://www.tapology.com/fightcenter/events/56351-ufc-235,UFC 235: Jones vs. Smith,"Saturday, March 02, 2019",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/56350-ufc-fight-night-146,UFC on ESPN+ 3: Błachowicz vs. Santos,"Saturday, February 23, 2019",O2 Arena,"Prague, Hlavní město Praha"
https://www.tapology.com/fightcenter/events/56349-ufc-fight-night-145,UFC on ESPN 1: N'Gannou vs. Velasquez,"Sunday, February 17, 2019",Talking Stick Resort Arena,"Phoenix, AZ"
https://www.tapology.com/fightcenter/events/56334-ufc-234,UFC 234: Adesanya vs. Silva,"Saturday, February 09, 2019",Rod Laver Arena,"Melbourne, VIC"
https://www.tapology.com/fightcenter/events/56348-ufc-fight-night-144,UFC on ESPN+ 2: Assunção vs. Moraes 2,"Saturday, February 02, 2019",Centro de Formacao Olimpica do Nordeste,"Fortaleza, BR"
https://www.tapology.com/fightcenter/events/56262-ufc-233,UFC 233,"Saturday, January 26, 2019",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/55048-ufc-fight-night,UFC on ESPN+ 1: Cejudo vs. Dillashaw,"Saturday, January 19, 2019",Barclays Center,"New York, NY"
https://www.tapology.com/fightcenter/events/49923-ufc-232,UFC 232: Jones vs. Gustafsson 2,"Saturday, December 29, 2018",The Forum,"Inglewood, CA"
https://www.tapology.com/fightcenter/events/54138-ufc-fight-night-143,UFC on FOX 31: Lee vs. Iaquinta 2,"Saturday, December 15, 2018",Wisconsin Entertainment and Sports Center,"Milwaukee, WI"
https://www.tapology.com/fightcenter/events/54119-ufc-231,UFC 231: Holloway vs. Ortega,"Saturday, December 08, 2018",Scotiabank Arena,"Toronto, ON"
https://www.tapology.com/fightcenter/events/54137-ufc-fight-night-142,UFC Fight Night 142: Dos Santos vs. Tuivasa,"Saturday, December 01, 2018",Adelaide Entertainment Center,"Adelaide, SA"
https://www.tapology.com/fightcenter/events/54136-the-ultimate-fighter-28-finale,The Ultimate Fighter 28 Finale,"Friday, November 30, 2018",The Pearl at the Palms,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/54135-ufc-fight-night-141,UFC Fight Night 141: Blaydes vs. N'Gannou 2,"Saturday, November 24, 2018",Cadillac Arena,"Beijing, CN"
https://www.tapology.com/fightcenter/events/54134-ufc-fight-night-140,UFC Fight Night 140: Magny vs. Ponzinibbio,"Saturday, November 17, 2018",Luna Park,"Buenos Aires, AR"
https://www.tapology.com/fightcenter/events/53520-ufc-fight-night,UFC Fight Night 139: Korean Zombie vs. Rodriguez,"Saturday, November 10, 2018",Pepsi Center,"Denver, CO"
https://www.tapology.com/fightcenter/events/53519-ufc-230,UFC 230: Cormier vs. Lewis,"Saturday, November 03, 2018",Madison Square Garden,"New York, NY"
https://www.tapology.com/fightcenter/events/53697-ufc-fight-night,UFC Fight Night 138: Volkan vs. Smith,"Saturday, October 27, 2018",Moncton Events Centre,"Moncton, NB"
https://www.tapology.com/fightcenter/events/49922-ufc-229,UFC 229: Khabib vs. McGregor,"Saturday, October 06, 2018",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/53984-ufc-fight-night-137,UFC Fight Night 137: Santos vs. Anders,"Saturday, September 22, 2018",Ginásio do Ibirapuera,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/53264-ufc-fight-night,UFC Fight Night 136: Hunt vs. Oleinik,"Saturday, September 15, 2018",Olimpiyskiy Arena,"Moscow, RU"
https://www.tapology.com/fightcenter/events/53597-ufc-228,UFC 228: Woodley vs. Till,"Saturday, September 08, 2018",American Airlines Center,"Dallas, TX"
https://www.tapology.com/fightcenter/events/52393-ufc-fight-night,UFC Fight Night 135: Gaethje vs. Vick,"Saturday, August 25, 2018",Pinnacle Bank Arena,"Lincoln, NE"
https://www.tapology.com/fightcenter/events/52344-ufc-227,UFC 227: Dillashaw vs. Garbrandt 2,"Saturday, August 04, 2018",Staples Center,"Los Angeles, CA"
https://www.tapology.com/fightcenter/events/52629-ufc-on-fox-30,UFC on FOX 30: Alvarez vs. Poirier 2,"Saturday, July 28, 2018",Scotiabank Saddledome,"Calgary, AB"
https://www.tapology.com/fightcenter/events/52081-ufc-fight-night,UFC Fight Night 134: Shogun vs. Smith,"Sunday, July 22, 2018",Barclaycard Arena,"Hamburg, HH"
https://www.tapology.com/fightcenter/events/52391-ufc-fight-night-133,UFC Fight Night 133: Dos Santos vs. Ivanov,"Saturday, July 14, 2018",CenturyLink Arena,"Boise, ID"
https://www.tapology.com/fightcenter/events/49921-ufc-226,UFC 226: Miocic vs. Cormier,"Saturday, July 07, 2018",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/49920-the-ultimate-fighter-27-finale,The Ultimate Fighter 27 Finale,"Friday, July 06, 2018",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/51323-ufc-fight-night,UFC Fight Night 132: Cowboy vs. Edwards,"Saturday, June 23, 2018",Singapore Indoor Stadium,SG
https://www.tapology.com/fightcenter/events/50751-ufc-225,UFC 225: Whittaker vs. Romero 2,"Saturday, June 09, 2018",United Center,"Chicago, IL"
https://www.tapology.com/fightcenter/events/50754-ufc-fight-night,UFC Fight Night 131: Rivera vs. Moraes,"Friday, June 01, 2018",Adirondack Bank Center,"Utica, NY"
https://www.tapology.com/fightcenter/events/51805-ufc-fight-night,UFC Fight Night 130: Thompson vs. Till,"Sunday, May 27, 2018",Echo Arena,"Liverpool, England"
https://www.tapology.com/fightcenter/events/50992-ufc-fight-night,UFC Fight Night 129: Maia vs. Usman,"Saturday, May 19, 2018",Movistar Arena,"Santiago, Santiago Metropolitan Region"
https://www.tapology.com/fightcenter/events/50243-ufc-224,UFC 224: Nunes vs. Pennington,"Saturday, May 12, 2018",Jeunesse Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/50670-ufc-fight-night,UFC Fight Night 128: Barboza vs. Lee,"Saturday, April 21, 2018",Boardwalk Hall,"Atlantic City, NJ"
https://www.tapology.com/fightcenter/events/50283-ufc-fight-night,UFC on FOX 29: Poirier vs. Gaethje,"Saturday, April 14, 2018",Gila River Arena,"Glendale, AZ"
https://www.tapology.com/fightcenter/events/50149-ufc-223,UFC 223: Khabib vs. Iaquinta,"Saturday, April 07, 2018",Barclays Center,"New York, NY"
https://www.tapology.com/fightcenter/events/49029-ufc-fight-night-129,UFC Fight Night 127: Werdum vs. Volkov,"Saturday, March 17, 2018",02 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/48689-ufc-222,UFC 222: Cyborg vs. Kunitskaya,"Saturday, March 03, 2018",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/49028-ufc-fight-night-128,UFC on FOX 28: Emmett vs. Stephens,"Saturday, February 24, 2018",Amway Center,"Orlando, FL"
https://www.tapology.com/fightcenter/events/49027-ufc-fight-night-127,UFC Fight Night 126: Cowboy vs. Medeiros,"Sunday, February 18, 2018",Frank Erwin Center,"Austin, TX"
https://www.tapology.com/fightcenter/events/48688-ufc-221,UFC 221: Romero vs. Rockhold,"Saturday, February 10, 2018",Perth Arena,"Perth, WA"
https://www.tapology.com/fightcenter/events/48880-ufc-fight-night-125,UFC Fight Night 125: Machida vs. Anders,"Saturday, February 03, 2018",Mangueirinho Gymnasium,"Belém, PA"
https://www.tapology.com/fightcenter/events/49007-ufc-fight-night-125,UFC on FOX 27: Jacare vs. Brunson 2,"Saturday, January 27, 2018",Spectrum Center,"Charlotte, NC"
https://www.tapology.com/fightcenter/events/48687-ufc-220,UFC 220: Miocic vs. N'Gannou,"Saturday, January 20, 2018",TD Garden,"Boston, MA"
https://www.tapology.com/fightcenter/events/48676-ufc,UFC Fight Night 124: Stephens vs. Choi,"Sunday, January 14, 2018",Scottrade Center,"St. Louis, MO"
https://www.tapology.com/fightcenter/events/47258-ufc-219,UFC 219: Cyborg vs. Holm,"Saturday, December 30, 2017",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/47257-ufc-fight-night,UFC on FOX 26: Lawler vs. Dos Anjos,"Saturday, December 16, 2017",MTS Centre,"Winnipeg, MB"
https://www.tapology.com/fightcenter/events/47256-ufc-fight-night,UFC Fight Night 123: Swanson vs. Ortega,"Saturday, December 09, 2017",SaveMart Center,"Fresno, CA"
https://www.tapology.com/fightcenter/events/47255-ufc-218,UFC 218: Holloway vs. Aldo 2,"Saturday, December 02, 2017",Little Caesars Arena,"Detroit, MI"
https://www.tapology.com/fightcenter/events/47254-the-ultimate-fighter-26-finale,The Ultimate Fighter 26 Finale,"Friday, December 01, 2017",Park Theatre,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/47252-ufc-fight-night,UFC Fight Night 122: Bisping vs. Gastelum,"Saturday, November 25, 2017",Mercedes-Benz Arena,"Shanghai, CN"
https://www.tapology.com/fightcenter/events/46847-ufc-fight-night,UFC Fight Night 121: Werdum vs. Tybura,"Saturday, November 18, 2017",Qudos Bank Arena,"Sydney, NSW"
https://www.tapology.com/fightcenter/events/47253-ufc-fight-night,UFC Fight Night 120: Poirier vs. Pettis,"Saturday, November 11, 2017",Ted Constant Convocation Center,"Norfolk, VA"
https://www.tapology.com/fightcenter/events/46980-ufc,UFC 217: Bisping vs. St. Pierre,"Saturday, November 04, 2017",Madison Square Garden,"New York, NY"
https://www.tapology.com/fightcenter/events/47279-ufc-fight-night-119,UFC Fight Night 119: Machida vs. Brunson,"Saturday, October 28, 2017",Ibirapuera Gymnasium,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/44729-ufc-fight-night,UFC Fight Night 118: Cowboy vs. Till,"Saturday, October 21, 2017",Ergo Arena,"Gdańsk, Pomeranian Voivodeship"
https://www.tapology.com/fightcenter/events/46805-ufc-216,UFC 216: Ferguson vs. Lee,"Saturday, October 07, 2017",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/45800-ufc-fight-night,UFC Fight Night 117: St. Preux vs. Okami,"Friday, September 22, 2017",Saitama Super Arena,"Saitama, Saitama Prefecture"
https://www.tapology.com/fightcenter/events/46943-ufc-fight-night-116,UFC Fight Night 116: Rockhold vs. Branch,"Saturday, September 16, 2017",PPG Paints Arena,"Pittsburgh, PA"
https://www.tapology.com/fightcenter/events/44084-ufc-216,UFC 215: Nunes vs. Shevchenko 2,"Saturday, September 09, 2017",Rogers Place,"Edmonton, AB"
https://www.tapology.com/fightcenter/events/44728-ufc-fight-night,UFC Fight Night 115: Volkov vs. Struve,"Saturday, September 02, 2017",Ahoy Rotterdam,"Rotterdam, ZH"
https://www.tapology.com/fightcenter/events/45713-ufc-fight-night,UFC Fight Night 114: Pettis vs. Moreno,"Saturday, August 05, 2017",Mexico City Arena,"Mexico City, D.F."
https://www.tapology.com/fightcenter/events/44395-ufc-214,UFC 214: Cormier vs. Jones 2,"Saturday, July 29, 2017",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/44942-ufc-fight-night,UFC on FOX 25: Weidman vs. Gastelum,"Saturday, July 22, 2017",Nassau Coliseum,"NY, US"
https://www.tapology.com/fightcenter/events/44634-ufc-fight-night,UFC Fight Night 113: Nelson vs. Ponzinibbio,"Sunday, July 16, 2017",SSE Hydro Arena,"Glasgow, Scotland"
https://www.tapology.com/fightcenter/events/44083-ufc-213,UFC 213: Romero vs. Whittaker,"Saturday, July 08, 2017",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/44082-the-ultimate-fighter-25-finale,The Ultimate Fighter 25 Finale,"Friday, July 07, 2017",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/44840-ufc-fight-night-112,UFC Fight Night 112: Chiesa vs. Lee,"Sunday, June 25, 2017",Chesapeake Energy Arena,"Oklahoma City, OK"
https://www.tapology.com/fightcenter/events/44376-ufc-fight-night,UFC Fight Night 111: Holm vs. Correia,"Saturday, June 17, 2017",Singapore Indoor Stadium,SG
https://www.tapology.com/fightcenter/events/44562-ufc-fight-night-110,UFC Fight Night 110: Lewis vs. Hunt,"Saturday, June 10, 2017",Vector Arena,"Auckland, NZ"
https://www.tapology.com/fightcenter/events/44080-ufc-212,UFC 212: Aldo vs. Holloway,"Saturday, June 03, 2017",HSBC Arena,"Rio, RJ"
https://www.tapology.com/fightcenter/events/44414-ufc-fight-night,UFC Fight Night 109: Gustafsson vs. Teixeira,"Sunday, May 28, 2017",Ericsson Globe Arena,"Stockholm, SE"
https://www.tapology.com/fightcenter/events/43945-ufc-211,UFC 211: Miocic vs. Dos Santos 2,"Saturday, May 13, 2017",American Airlines Center,"Dallas, TX"
https://www.tapology.com/fightcenter/events/44240-ufc-fight-night-108,UFC Fight Night 108: Swanson vs. Lobov,"Saturday, April 22, 2017",Bridgestone Arena,"Nashville, TN"
https://www.tapology.com/fightcenter/events/43966-ufc-fight-night,UFC on FOX 24: Johnson vs. Reis,"Saturday, April 15, 2017",Sprint Center,"Kansas City, MO"
https://www.tapology.com/fightcenter/events/43812-ufc-210,UFC 210: Cormier vs. Johnson 2,"Saturday, April 08, 2017",KeyBank Center,"Buffalo, NY"
https://www.tapology.com/fightcenter/events/42681-ufc,UFC Fight Night 107: Manuwa vs. Anderson,"Saturday, March 18, 2017",02 Arena,"London, GB"
https://www.tapology.com/fightcenter/events/42700-ufc-fight-night,UFC Fight Night 106: Belfort vs. Gastelum,"Saturday, March 11, 2017",Olympic Training Center,"Fortaleza, CE"
https://www.tapology.com/fightcenter/events/42699-ufc-210,UFC 209: Woodley vs. Thompson 2,"Saturday, March 04, 2017",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/42708-ufc-fight-night,UFC Fight Night 106,"Friday, March 03, 2017",,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/42677-ufc-fight-night,UFC Fight Night 105: Lewis vs. Browne,"Sunday, February 19, 2017",Scotiabank Centre,"Halifax, NS"
https://www.tapology.com/fightcenter/events/42698-ufc-209,UFC 208: Holm vs. de Randamie,"Saturday, February 11, 2017",Barclays Center,"New York, NY"
https://www.tapology.com/fightcenter/events/42635-ufc,UFC Fight Night 104: Bermudez vs. Korean Zombie,"Saturday, February 04, 2017",Toyota Center,"Houston, TX"
https://www.tapology.com/fightcenter/events/42697-ufc-on-fox-23,UFC on FOX 23: Shevchenko vs. Peña,"Saturday, January 28, 2017",Pepsi Center,"Denver, CO"
https://www.tapology.com/fightcenter/events/42696-ufc-208,UFC 208,"Saturday, January 21, 2017",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/42582-ufc-fight-night,UFC Fight Night 103: Rodriguez vs. Penn,"Sunday, January 15, 2017",Talking Stick Arena,"Phoenix, AZ"
https://www.tapology.com/fightcenter/events/41373-ufc-207,UFC 207: Nunes vs. Rousey,"Friday, December 30, 2016",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/41372-ufc-fight-night,UFC on FOX 22: VanZant vs. Waterson,"Saturday, December 17, 2016",Golden 1 Center,"Sacramento, CA"
https://www.tapology.com/fightcenter/events/41371-ufc-206,UFC 206: Holloway vs. Pettis,"Saturday, December 10, 2016",Air Canada Centre,"Toronto, ON"
https://www.tapology.com/fightcenter/events/41370-ufc-fight-night,UFC Fight Night 102: Lewis vs. Abdurakhimov,"Friday, December 09, 2016",Times Union Center,"Albany, NY"
https://www.tapology.com/fightcenter/events/41342-the-ultimate-fighter-24-finale,The Ultimate Fighter 24 Finale,"Saturday, December 03, 2016",The Pearl at the Palms Casino Resort,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/41369-ufc-fight-night,UFC Fight Night 101: Whittaker vs. Brunson,"Saturday, November 26, 2016",Rod Laver Arena,"Melbourne, VIC"
https://www.tapology.com/fightcenter/events/41368-ufc-fight-night,UFC Fight Night 100: Bader vs. Nogueira 2,"Saturday, November 19, 2016",Auditório Ibirapuera,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/41367-ufc-fight-night,UFC Fight Night 99: Mousasi vs. Hall 2,"Saturday, November 19, 2016",The SSE Arena,"Belfast, Northern Ireland"
https://www.tapology.com/fightcenter/events/39362-ufc,UFC 205: Alvarez vs. McGregor,"Saturday, November 12, 2016",Madison Square Garden,"New York, NY"
https://www.tapology.com/fightcenter/events/41075-ufc-fight-night,UFC Fight Night 98: Dos Anjos vs. Ferguson,"Saturday, November 05, 2016",Arena Ciudad de Mexico,"Mexico City, D.F."
https://www.tapology.com/fightcenter/events/40499-ufc-fight-night,UFC Fight Night 97,"Saturday, October 15, 2016",SM Mall of Asia Arena,"Manila, NCR"
https://www.tapology.com/fightcenter/events/40792-ufc-204,UFC 204: Bisping vs. Henderson 2,"Saturday, October 08, 2016",Manchester Arena,"Manchester, England"
https://www.tapology.com/fightcenter/events/40949-ufc-fight-night,UFC Fight Night 96: Lineker vs. Dodson,"Saturday, October 01, 2016",Moda Center,"Portland, OR"
https://www.tapology.com/fightcenter/events/40418-ufc-fight-night,UFC Fight Night 95: Cyborg vs. Lansberg,"Saturday, September 24, 2016",Ginásio Nilson Nelson,"Brasilia, DF"
https://www.tapology.com/fightcenter/events/40816-ufc-fight-night-94,UFC Fight Night 94: Poirier vs. Johnson,"Saturday, September 17, 2016",State Farm Arena,"Hidalgo, TX"
