Event Link,Event Name,Date,Venue,Location
https://www.tapology.com/fightcenter/events/107471-ufc-fight-night,UFC Fight Night: Moreno vs. Royval 2,"Saturday, February 24,  7:00 PM ET",Arena CDMX,"Mexico City, D.F."
https://www.tapology.com/fightcenter/events/107060-ufc-298,UFC 298: Volkanovski vs. Topuria,"Saturday, February 17,  6:30 PM ET",Honda Center,"Anaheim, CA"
https://www.tapology.com/fightcenter/events/107367-ufc-fight-night,UFC Fight Night: Hermansson vs. Pyfer,"Saturday, February 10,  4:00 PM ET",UFC Apex,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/106801-ufc-fight-night,UFC Fight Night: Dolidze vs. Imavov,"Saturday, February 03,  4:00 PM ET",UFC Apex,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/105840-ufc-297,UFC 297: Strickland vs. Du Plessis,"Saturday, January 20, 2024",Scotiabank Arena,"Toronto, ON"
https://www.tapology.com/fightcenter/events/105485-ufc-fight-night,UFC Fight Night: Ankalaev vs. Walker,"Saturday, January 13, 2024",UFC Apex,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/101868-ufc,UFC 296: Edwards vs. Covington,"Saturday, December 16, 2023",T-Mobile Arena,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/105194-ufc-fight-night,UFC Fight Night: Song vs. Gutierrez,"Saturday, December 09, 2023",UFC Apex,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/104486-ufc-fight-night,UFC Fight Night: Dariush vs. Tsarukyan,"Saturday, December 02, 2023",Moody Center,"Austin, TX"
https://www.tapology.com/fightcenter/events/101867-ufc-fight-night,UFC Fight Night: Allen vs. Craig,"Saturday, November 18, 2023",UFC Apex,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/102959-ufc-295-jones-vs-miocic,UFC 295: Procházka vs. Pereira,"Saturday, November 11, 2023",Madison Square Garden,"New York, NY"
https://www.tapology.com/fightcenter/events/101863-ufc-fight-night,UFC Fight Night: Almeida vs. Lewis,"Saturday, November 04, 2023",Ibirapuera Gymnasium,"Sao Paulo, SP"
https://www.tapology.com/fightcenter/events/99416-ufc-294,UFC 294: Makhachev vs. Volkanovski 2,"Saturday, October 21, 2023",Etihad Arena,"Abu Dhabi, AE"
https://www.tapology.com/fightcenter/events/103212-ufc-fight-night,UFC Fight Night: Yusuff vs. Barboza,"Saturday, October 14, 2023",UFC Apex,"Las Vegas, NV"
https://www.tapology.com/fightcenter/events/101866-ufc-fight-night,UFC Fight Night: Dawson vs. Green,"Saturday, October 07, 2023",UFC Apex,"Las Vegas, NV"
